UniProt gene,UniProt description,Surfaceome Label,Surfaceome Label Source,CD number,CSPA category,TM domains,topology,HPA antibody,DrugBank approved drug IDs,UniProt subcellular
SLC12A2,Solute carrier family 12 member 2,surface,machine learning,,2 - putative,12,CY:1-290;TM:291-310;NC:311-316;TM:317-343;CY:344-363;TM:364-387;NC:388-408;TM:409-428;CY:429-435;TM:436-456;NC:457-486;TM:487-509;CY:510-520;TM:521-541;NC:542-593;TM:594-617;CY:618-653;TM:654-675;NC:676-680;TM:681-699;CY:700-719;TM:720-748;NC:749-901;TM:902-922;CY:923-1212,HPA020130,DB00761;DB00887;DB01325,Membrane (Multi-pass membrane protein)
SLC12A5,Solute carrier family 12 member 5,surface,machine learning,,2 - putative,12,CY:1-125;TM:126-152;NC:153-157;TM:158-182;CY:183-201;TM:202-231;NC:232-252;TM:253-272;CY:273-278;TM:279-298;NC:299-419;TM:420-439;CY:440-458;TM:459-484;NC:485-504;TM:505-526;CY:527-558;TM:559-577;NC:578-582;TM:583-605;CY:606-616;TM:617-641;NC:642-850;TM:851-869;CY:870-1139,no,DB00761;DB00887,Membrane (Multi-pass membrane protein)
SLC12A6,Solute carrier family 12 member 6,surface,pos. trainingset,,1 - high confidence,12,CY:1-185;TM:186-208;NC:209-219;TM:220-247;CY:248-267;TM:268-296;NC:297-319;TM:320-339;CY:340-345;TM:346-364;NC:365-476;TM:477-501;CY:502-520;TM:521-546;NC:547-565;TM:566-585;CY:586-620;TM:621-642;NC:643-647;TM:648-666;CY:667-677;TM:678-695;NC:696-700;TM:701-717;CY:718-1150,HPA034563,DB00761,Basolateral cell membrane (Multi-pass membrane protein)
SLC12A7,Solute carrier family 12 member 7,surface,pos. trainingset,,1 - high confidence,12,CY:1-117;TM:118-138;NC:139-143;TM:144-166;CY:167-213;TM:214-235;NC:236-250;TM:251-270;CY:271-276;TM:277-296;NC:297-415;TM:416-436;CY:437-455;TM:456-481;NC:482-493;TM:494-519;CY:520-555;TM:556-574;NC:575-579;TM:580-601;CY:602-620;TM:621-645;NC:646-847;TM:848-865;CY:866-1083,HPA041652,DB00761,Cell membrane (Multi-pass membrane protein)
SLC12A9,Solute carrier family 12 member 9,surface,pos. trainingset,,1 - high confidence,12,CY:1-39;TM:40-62;NC:63-71;TM:72-97;CY:98-118;TM:119-140;NC:141-166;TM:167-188;CY:189-194;TM:195-215;NC:216-263;TM:264-285;CY:286-296;TM:297-320;NC:321-339;TM:340-363;CY:364-393;TM:394-411;NC:412-416;TM:417-441;CY:442-461;TM:462-491;NC:492-738;TM:739-760;CY:761-914,no,,Cell membrane (Multi-pass membrane protein)
SLC14A1,Urea transporter 1,surface,pos. trainingset,,1 - high confidence,8,NC:1-51;IM:52-69;NC:70-72;IM:73-88;NC:89-90;TM:91-110;CY:111-114;TM:115-137;NC:138-143;TM:144-168;CY:169-172;TM:173-193;NC:194-219;IM:220-234;NC:235-238;IM:239-250;NC:251-254;TM:255-274;CY:275-283;TM:284-304;NC:305-308;TM:309-330;CY:331-332;TM:333-353;NC:354-389,HPA059570,,Basolateral cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)
SLC15A2,Solute carrier family 15 member 2,surface,machine learning,,2 - putative,13,CY:1-57;TM:58-78;NC:79-83;TM:84-105;CY:106-113;TM:114-135;NC:136-140;TM:141-163;CY:164-183;TM:184-205;NC:206-216;TM:217-237;CY:238-297;TM:298-316;NC:317-345;TM:346-367;CY:368-378;TM:379-399;NC:400-567;TM:568-587;CY:588-612;TM:613-632;NC:633-645;TM:646-664;CY:665-674;TM:675-697;NC:698-729,no,,Membrane (Multi-pass membrane protein)
SLC15A3,Solute carrier family 15 member 3,surface,machine learning,,2 - putative,12,CY:1-33;TM:34-60;NC:61-73;TM:74-94;CY:95-102;TM:103-122;NC:123-159;TM:160-179;CY:180-199;TM:200-221;NC:222-227;TM:228-252;CY:253-311;TM:312-330;NC:331-371;TM:372-389;CY:390-409;TM:410-428;NC:429-462;TM:463-483;CY:484-494;TM:495-520;NC:521-539;TM:540-560;CY:561-581,HPA047880;HPA057642,,Lysosome membrane (Multi-pass membrane protein)
SLC15A4,Solute carrier family 15 member 4,surface,machine learning,,2 - putative,12,CY:1-48;TM:49-66;NC:67-76;TM:77-96;CY:97-104;TM:105-125;NC:126-155;TM:156-175;CY:176-195;TM:196-216;NC:217-221;TM:222-243;CY:244-316;TM:317-337;NC:338-364;TM:365-383;CY:384-403;TM:404-422;NC:423-457;TM:458-478;CY:479-488;TM:489-512;NC:513-533;TM:534-555;CY:556-577,HPA016713,,Membrane (Multi-pass membrane protein)
SLC19A1,Folate transporter 1,surface,machine learning,,2 - putative,12,CY:1-27;TM:28-48;NC:49-67;TM:68-87;CY:88-94;TM:95-116;NC:117-123;TM:124-144;CY:145-155;TM:156-178;NC:179-184;TM:185-203;CY:204-270;TM:271-292;NC:293-303;TM:304-327;CY:328-335;TM:336-355;NC:356-360;TM:361-383;CY:384-394;TM:395-418;NC:419-433;TM:434-455;CY:456-591,HPA024802,,Membrane (Multi-pass membrane protein)
SLC19A2,Thiamine transporter 1,surface,machine learning,,2 - putative,12,CY:1-28;TM:29-47;NC:48-72;TM:73-92;CY:93-99;TM:100-118;NC:119-128;TM:129-149;CY:150-163;TM:164-185;NC:186-190;TM:191-209;CY:210-294;TM:295-313;NC:314-333;TM:334-354;CY:355-360;TM:361-379;NC:380-385;TM:386-411;CY:412-419;TM:420-443;NC:444-455;TM:456-478;CY:479-497,HPA006119;HPA016599,DB00152,Membrane (Multi-pass membrane protein)
SLC1A3,Excitatory amino acid transporter 1,surface,machine learning,,2 - putative,6,CY:1-47;TM:48-68;NC:69-89;TM:90-111;CY:112-122;TM:123-145;NC:146-239;TM:240-258;CY:259-277;TM:278-302;NC:303-313;TM:314-339;CY:340-542,CAB002573;HPA037467;HPA037468,,Membrane (Multi-pass membrane protein)
SLC1A4,Neutral amino acid transporter A,surface,machine learning,,2 - putative,9,CY:1-42;TM:43-65;NC:66-84;TM:85-105;CY:106-116;TM:117-139;NC:140-219;TM:220-237;CY:238-257;TM:258-277;NC:278-296;TM:297-320;CY:321-327;TM:328-349;NC:350-368;TM:369-394;CY:395-414;TM:415-438;NC:439-532,HPA034963;HPA034964,DB00160,Melanosome;Membrane (Multi-pass membrane protein)
SLC1A5,Neutral amino acid transporter B(0),surface,machine learning,,2 - putative,10,CY:1-51;TM:52-76;NC:77-97;TM:98-118;CY:119-128;TM:129-153;NC:154-227;TM:228-246;CY:247-265;TM:266-290;NC:291-301;TM:302-328;CY:329-335;TM:336-357;NC:358-373;TM:374-393;CY:394-399;TM:400-420;NC:421-425;TM:426-446;CY:447-541,HPA035239;HPA035240,DB00174,Cell membrane (Multi-pass membrane protein);Melanosome
SLC22A16,Solute carrier family 22 member 16,surface,pos. trainingset,,1 - high confidence,12,CY:1-20;TM:21-41;NC:42-151;TM:152-175;CY:176-182;TM:183-203;NC:204-208;TM:209-231;CY:232-241;TM:242-263;NC:264-268;TM:269-288;CY:289-359;TM:360-376;NC:377-387;TM:388-409;CY:410-416;TM:417-435;NC:436-440;TM:441-464;CY:465-475;TM:476-495;NC:496-500;TM:501-522;CY:523-577,HPA036902;HPA036903,,Cell membrane;Membrane (Multi-pass membrane protein)
SLC22A23,Solute carrier family 22 member 23,surface,machine learning,,2 - putative,10,NC:1-230;TM:231-253;CY:254-258;TM:259-280;NC:281-285;TM:286-304;CY:305-315;TM:316-337;NC:338-343;TM:344-362;CY:363-467;TM:468-489;NC:490-494;TM:495-517;CY:518-537;TM:538-558;NC:559-565;TM:566-589;CY:590-597;TM:598-618;NC:619-686,HPA014697,,Membrane (Multi-pass membrane protein)
SLC22A4,Solute carrier family 22 member 4,surface,machine learning,,2 - putative,12,CY:1-19;TM:20-43;NC:44-141;TM:142-160;CY:161-171;TM:172-191;NC:192-196;TM:197-217;CY:218-228;TM:229-252;NC:253-257;TM:258-277;CY:278-337;TM:338-358;NC:359-369;TM:370-392;CY:393-398;TM:399-418;NC:419-423;TM:424-447;CY:448-458;TM:459-481;NC:482-486;TM:487-507;CY:508-551,CAB015468,DB00583,Membrane (Multi-pass membrane protein)
SLC22A5,Solute carrier family 22 member 5,surface,machine learning,,2 - putative,12,CY:1-19;TM:20-44;NC:45-141;TM:142-160;CY:161-171;TM:172-190;NC:191-195;TM:196-217;CY:218-228;TM:229-252;NC:253-257;TM:258-277;CY:278-339;TM:340-360;NC:361-371;TM:372-394;CY:395-400;TM:401-420;NC:421-430;TM:431-450;CY:451-461;TM:462-483;NC:484-488;TM:489-509;CY:510-557,HPA066969,DB00583,Membrane (Multi-pass membrane protein)
SLC23A2,Solute carrier family 23 member 2,surface,pos. trainingset,,1 - high confidence,12,CY:1-110;TM:111-131;NC:132-139;TM:140-160;CY:161-161;TM:162-182;NC:183-218;TM:219-239;CY:240-266;TM:267-284;NC:285-288;IM:289-302;NC:303-309;TM:310-330;CY:331-371;TM:372-392;NC:393-417;TM:418-438;CY:439-461;TM:462-482;NC:483-485;TM:486-506;CY:507-516;TM:517-537;NC:538-547;TM:548-568;CY:569-650,HPA052825,,Cell membrane (Multi-pass membrane protein)
SLC26A2,Sulfate transporter,surface,machine learning,,2 - putative,12,CY:1-107;TM:108-132;NC:133-137;TM:138-154;CY:155-159;TM:160-176;NC:177-216;TM:217-238;CY:239-245;TM:246-266;NC:267-297;TM:298-317;CY:318-328;TM:329-349;NC:350-377;TM:378-398;CY:399-418;TM:419-441;NC:442-454;TM:455-476;CY:477-523;TM:524-546;NC:547-645;TM:646-665;CY:666-739,HPA041957,,Membrane (Multi-pass membrane protein)
SLC26A5,Prestin,surface,pos. trainingset,,1 - high confidence,10,NC:1-98;TM:99-125;CY:126-132;TM:133-152;NC:153-181;TM:182-205;CY:206-211;TM:212-230;NC:231-255;TM:256-274;CY:275-285;TM:286-307;NC:308-334;TM:335-357;CY:358-411;TM:412-432;NC:433-437;TM:438-460;CY:461-470;TM:471-501;NC:502-744,no,,Cell membrane (Multi-pass membrane protein)
SLC26A6,Solute carrier family 26 member 6,surface,machine learning,,2 - putative,8,CY:1-110;TM:111-136;NC:137-186;TM:187-210;CY:211-263;TM:264-283;NC:284-294;TM:295-313;CY:314-345;TM:346-368;NC:369-379;TM:380-400;CY:401-413;TM:414-434;NC:435-482;TM:483-506;CY:507-759,HPA048363,,Apical cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Cytoplasmic vesicle membrane (Multi-pass membrane protein);Membrane (Multi-pass membrane protein);Microsome;Apical cell membrane (Multi-pass membrane protein);Basolateral cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)
SLC29A1,Equilibrative nucleoside transporter 1,surface,pos. trainingset,,1 - high confidence,11,CY:1-11;TM:12-32;NC:33-78;TM:79-98;CY:99-109;TM:110-130;NC:131-135;TM:136-159;CY:160-178;TM:179-199;NC:200-204;TM:205-226;CY:227-288;TM:289-307;NC:308-326;TM:327-344;CY:345-363;TM:364-382;NC:383-393;TM:394-418;CY:419-429;TM:430-452;NC:453-456,HPA012383;HPA012384,,Apical cell membrane (Multi-pass membrane protein);Basolateral cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)
SLC29A2,Equilibrative nucleoside transporter 2,surface,pos. trainingset,,1 - high confidence,11,CY:1-11;TM:12-33;NC:34-69;TM:70-90;CY:91-96;TM:97-117;NC:118-125;TM:126-149;CY:150-160;TM:161-181;NC:182-191;TM:192-213;CY:214-289;TM:290-315;NC:316-326;TM:327-344;CY:345-359;TM:360-382;NC:383-393;TM:394-411;CY:412-431;TM:432-452;NC:453-456,HPA018168,,Basolateral cell membrane (Multi-pass membrane protein);Nucleus membrane (Multi-pass membrane protein)
SLC29A4,Equilibrative nucleoside transporter 4,surface,pos. trainingset,,1 - high confidence,10,NC:1-67;TM:68-88;CY:89-103;TM:104-126;NC:127-137;TM:138-158;CY:159-165;TM:166-188;NC:189-230;TM:231-252;CY:253-350;TM:351-374;NC:375-385;TM:386-406;CY:407-416;TM:417-439;NC:440-450;TM:451-470;CY:471-483;TM:484-507;NC:508-530,HPA052829,,Apical cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)
SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",surface,pos. trainingset,,1 - high confidence,12,CY:1-11;TM:12-29;NC:30-63;TM:64-87;CY:88-95;TM:96-115;NC:116-120;TM:121-144;CY:145-154;TM:155-174;NC:175-185;TM:186-207;CY:208-271;TM:272-294;NC:295-306;TM:307-328;CY:329-335;TM:336-357;NC:358-362;TM:363-389;CY:390-401;TM:402-425;NC:426-430;TM:431-450;CY:451-492,CAB002759;HPA031345;HPA058494,,Cell membrane (Multi-pass membrane protein);Melanosome
SLC2A13,Proton myo-inositol cotransporter,surface,machine learning,,2 - putative,12,CY:1-78;TM:79-97;NC:98-121;TM:122-142;CY:143-149;TM:150-169;NC:170-174;TM:175-196;CY:197-207;TM:208-232;NC:233-237;TM:238-259;CY:260-324;TM:325-347;NC:348-361;TM:362-385;CY:386-394;TM:395-416;NC:417-504;TM:505-525;CY:526-545;TM:546-567;NC:568-572;TM:573-594;CY:595-648,HPA006584,,Membrane (Multi-pass membrane protein)
SLC2A4,"Solute carrier family 2, facilitated glucose transporter member 4",surface,pos. trainingset,,1 - high confidence,12,CY:1-19;TM:20-40;NC:41-79;TM:80-101;CY:102-112;TM:113-133;NC:134-138;TM:139-160;CY:161-171;TM:172-190;NC:191-201;TM:202-222;CY:223-287;TM:288-310;NC:311-322;TM:323-344;CY:345-351;TM:352-374;NC:375-379;TM:380-406;CY:407-417;TM:418-440;NC:441-446;TM:447-466;CY:467-509,CAB016544,,"Cell membrane (Multi-pass membrane protein);Cytoplasm, perinuclear region;Endomembrane system (Multi-pass membrane protein)"
SLC2A5,"Solute carrier family 2, facilitated glucose transporter member 5",surface,machine learning,,2 - putative,12,CY:1-11;TM:12-34;NC:35-68;TM:69-89;CY:90-99;TM:100-117;NC:118-124;TM:125-146;CY:147-157;TM:158-180;NC:181-191;TM:192-213;CY:214-276;TM:277-299;NC:300-315;TM:316-336;CY:337-342;TM:343-365;NC:366-370;TM:371-390;CY:391-410;TM:411-433;NC:434-438;TM:439-460;CY:461-501,HPA005449;CAB026176,,Apical cell membrane (Multi- pass membrane protein);Membrane (Multi-pass membrane protein)
SLC2A9,"Solute carrier family 2, facilitated glucose transporter member 9",surface,machine learning,,2 - putative,12,CY:1-53;TM:54-73;NC:74-107;TM:108-129;CY:130-140;TM:141-162;NC:163-167;TM:168-189;CY:190-200;TM:201-220;NC:221-230;TM:231-252;CY:253-316;TM:317-338;NC:339-352;TM:353-375;CY:376-382;TM:383-404;NC:405-409;TM:410-437;CY:438-448;TM:449-472;NC:473-477;TM:478-499;CY:500-540,HPA066229,,Basolateral cell membrane (Multi- pass membrane protein);Apical cell membrane (Multi-pass membrane protein);Basolateral cell membrane (Multi-pass membrane protein)
SLC36A4,Proton-coupled amino acid transporter 4,surface,machine learning,,2 - putative,10,NC:1-87;TM:88-111;CY:112-153;TM:154-175;NC:176-208;TM:209-226;CY:227-232;TM:233-254;NC:255-273;TM:274-293;CY:294-305;TM:306-327;NC:328-352;TM:353-371;CY:372-391;TM:392-409;NC:410-414;TM:415-438;CY:439-449;TM:450-472;NC:473-504,HPA017887,,Membrane (Multi-pass membrane protein)
SLC38A1,Sodium-coupled neutral amino acid transporter 1,surface,pos. trainingset,,1 - high confidence,11,CY:1-79;TM:80-101;NC:102-106;TM:107-126;CY:127-146;TM:147-168;NC:169-187;TM:188-211;CY:212-216;TM:217-238;NC:239-275;TM:276-297;CY:298-308;TM:309-331;NC:332-350;TM:351-373;CY:374-393;TM:394-411;NC:412-416;TM:417-441;CY:442-452;TM:453-475;NC:476-487,HPA052272,,Cell membrane (Multi-pass membrane protein)
SLC38A9,Putative sodium-coupled neutral amino acid transporter 9,surface,machine learning,,2 - putative,11,CY:1-118;TM:119-140;NC:141-145;TM:146-166;CY:167-199;TM:200-219;NC:220-290;TM:291-307;CY:308-314;TM:315-337;NC:338-358;TM:359-380;CY:381-392;TM:393-413;NC:414-440;TM:441-462;CY:463-477;TM:478-502;NC:503-507;TM:508-529;CY:530-540;TM:541-560;NC:561-561,HPA043785,,Membrane (Multi-pass membrane protein)
SLC39A10,Zinc transporter ZIP10,surface,machine learning,,1 - high confidence,7,SP:1-25;NC:26-404;TM:405-430;CY:431-437;TM:438-460;NC:461-494;TM:495-515;CY:516-684;TM:685-707;NC:708-731;TM:732-752;CY:753-758;TM:759-780;NC:781-800;TM:801-821;CY:822-831,HPA036512;HPA036513,,Membrane (Multi-pass membrane protein)
SLC39A14,Zinc transporter ZIP14,surface,pos. trainingset,,1 - high confidence,6,SP:1-30;NC:31-152;TM:153-175;CY:176-185;TM:186-207;NC:208-218;TM:219-237;CY:238-398;TM:399-419;NC:420-424;TM:425-442;CY:443-461;TM:462-485;NC:486-492,HPA016508,,"Cell membrane (Multi-pass membrane protein);Cell projection, lamellipodium"
SLC39A6,Zinc transporter ZIP6,surface,pos. trainingset,,1 - high confidence,6,SP:1-26;NC:27-322;TM:323-346;CY:347-353;TM:354-377;NC:378-424;TM:425-444;CY:445-657;TM:658-679;NC:680-684;TM:685-703;CY:704-723;TM:724-745;NC:746-755,HPA042377,,Cell membrane (Multi-pass membrane protein)
SLC39A8,Zinc transporter ZIP8,surface,machine learning,,2 - putative,6,SP:1-30;NC:31-127;TM:128-149;CY:150-160;TM:161-182;NC:183-194;TM:195-212;CY:213-365;TM:366-385;NC:386-390;TM:391-410;CY:411-429;TM:430-454;NC:455-460,HPA038832;HPA038833,,Membrane (Multi-pass membrane protein)
SLC3A2,4F2 cell-surface antigen heavy chain,surface,pos. trainingset,CD98,1 - high confidence,1,CY:1-183;TM:184-205;NC:206-630,CAB010455;HPA017980,,Apical cell membrane (Single-pass type II membrane protein);Melanosome
SLC43A1,Large neutral amino acids transporter small subunit 3,surface,machine learning,,2 - putative,12,CY:1-19;TM:20-39;NC:40-75;TM:76-97;CY:98-105;TM:106-124;NC:125-130;TM:131-154;CY:155-165;TM:166-185;NC:186-190;TM:191-212;CY:213-303;TM:304-324;NC:325-353;TM:354-376;CY:377-415;TM:416-439;NC:440-446;TM:447-470;CY:471-481;TM:482-503;NC:504-509;TM:510-532;CY:533-559,HPA018813;HPA018826,,Membrane (Multi-pass membrane protein)
SLC43A3,Solute carrier family 43 member 3,surface,machine learning,,2 - putative,12,CY:1-11;TM:12-33;NC:34-70;TM:71-92;CY:93-98;TM:99-117;NC:118-122;TM:123-145;CY:146-183;TM:184-204;NC:205-245;TM:246-262;CY:263-281;TM:282-300;NC:301-317;TM:318-338;CY:339-357;TM:358-381;NC:382-391;TM:392-415;CY:416-424;TM:425-444;NC:445-455;TM:456-477;CY:478-491,HPA030551,,Membrane (Multi-pass membrane protein)
SLC44A1,Choline transporter-like protein 1,surface,pos. trainingset,CD92,1 - high confidence,9,CY:1-30;TM:31-54;NC:55-213;TM:214-233;CY:234-239;TM:240-263;NC:264-288;TM:289-309;CY:310-314;TM:315-334;NC:335-339;TM:340-361;CY:362-383;TM:384-406;NC:407-537;TM:538-560;CY:561-566;TM:567-589;NC:590-657,no,,Cell membrane (Multi-pass membrane protein);Mitochondrion outer membrane (Multi- pass membrane protein)
SLC44A2,Choline transporter-like protein 2,surface,machine learning,,2 - putative,10,CY:1-33;TM:34-56;NC:57-231;TM:232-252;CY:253-258;TM:259-277;NC:278-314;TM:315-336;CY:337-360;TM:361-380;NC:381-452;TM:453-479;CY:480-499;TM:500-522;NC:523-561;TM:562-585;CY:586-599;TM:600-622;NC:623-636;TM:637-659;CY:660-706,HPA003228,,Membrane (Multi-pass membrane protein)
SLC44A5,Choline transporter-like protein 5,surface,machine learning,,2 - putative,9,CY:1-38;TM:39-61;NC:62-241;TM:242-262;CY:263-268;TM:269-287;NC:288-324;TM:325-346;CY:347-366;TM:367-394;NC:395-461;TM:462-488;CY:489-508;TM:509-532;NC:533-608;TM:609-632;CY:633-647;TM:648-671;NC:672-719,HPA047455;HPA051011,,Membrane (Multi-pass membrane protein)
SLC45A2,Membrane-associated transporter protein,surface,machine learning,,2 - putative,12,CY:1-46;TM:47-65;NC:66-70;TM:71-90;CY:91-106;TM:107-132;NC:133-137;TM:138-159;CY:160-179;TM:180-203;NC:204-216;TM:217-237;CY:238-316;TM:317-338;NC:339-366;TM:367-387;CY:388-398;TM:399-418;NC:419-423;TM:424-446;CY:447-476;TM:477-498;NC:499-503;TM:504-526;CY:527-530,no,,Melanosome membrane (Multi-pass membrane protein)
SLC45A4,Solute carrier family 45 member 4,surface,machine learning,,2 - putative,12,CY:1-63;TM:64-82;NC:83-87;TM:88-109;CY:110-120;TM:121-144;NC:145-153;TM:154-174;CY:175-193;TM:194-213;NC:214-232;TM:233-252;CY:253-512;TM:513-537;NC:538-557;TM:558-579;CY:580-590;TM:591-611;NC:612-616;TM:617-639;CY:640-659;TM:660-682;NC:683-693;TM:694-716;CY:717-768,HPA023154,,Membrane (Multi-pass membrane protein)
SLC46A1,Proton-coupled folate transporter,surface,pos. trainingset,,1 - high confidence,12,CY:1-27;TM:28-48;NC:49-84;TM:85-106;CY:107-115;TM:116-137;NC:138-144;TM:145-169;CY:170-180;TM:181-200;NC:201-210;TM:211-231;CY:232-266;TM:267-284;NC:285-303;TM:304-325;CY:326-332;TM:333-354;NC:355-359;TM:360-378;CY:379-389;TM:390-412;NC:413-422;TM:423-443;CY:444-459,CAB011614,,Apical cell membrane (Multi-pass membrane protein);Cytoplasm
SLC4A7,Sodium bicarbonate cotransporter 3,surface,pos. trainingset,,1 - high confidence,11,NC:1-603;TM:604-630;CY:631-638;TM:639-659;NC:660-695;TM:696-719;CY:720-725;TM:726-744;NC:745-823;TM:824-842;CY:843-861;TM:862-880;NC:881-909;TM:910-929;CY:930-949;TM:950-974;NC:975-1009;TM:1010-1029;CY:1030-1035;TM:1036-1055;NC:1056-1089;TM:1090-1118;CY:1119-1214,CAB022494;HPA035857,,"Apical cell membrane (Multi-pass membrane protein);Basolateral cell membrane (Multi-pass membrane protein);Cell projection, stereocilium"
SLC5A1,Sodium/glucose cotransporter 1,surface,machine learning,,2 - putative,13,NC:1-28;TM:29-49;CY:50-64;TM:65-85;NC:86-105;TM:106-126;CY:127-142;TM:143-163;NC:164-178;TM:179-201;CY:202-208;TM:209-229;NC:230-277;TM:278-298;CY:299-313;TM:314-334;NC:335-380;TM:381-401;CY:402-423;TM:424-444;NC:445-455;TM:456-476;CY:477-484;TM:485-505;NC:506-526;IM:527-563;NC:564-643;TM:644-664,CAB015467;HPA051805;HPA055106,DB08907,Membrane (Multi-pass membrane protein)
SLC5A3,Sodium/myo-inositol cotransporter,surface,machine learning,,2 - putative,12,NC:1-11;TM:12-29;CY:30-39;TM:40-61;NC:62-81;TM:82-102;CY:103-121;TM:122-143;NC:144-156;TM:157-182;CY:183-188;TM:189-209;NC:210-301;TM:302-323;CY:324-357;TM:358-376;NC:377-408;TM:409-432;CY:433-443;TM:444-462;NC:463-510;TM:511-532;CY:533-695;TM:696-716;NC:717-718,HPA029790;HPA029791,,Membrane (Multi-pass membrane protein)
SLC6A11,Sodium- and chloride-dependent GABA transporter 3,surface,machine learning,,2 - putative,12,CY:1-57;TM:58-76;NC:77-87;TM:88-108;CY:109-131;TM:132-156;NC:157-224;TM:225-244;CY:245-252;TM:253-273;NC:274-303;TM:304-323;CY:324-334;TM:335-359;NC:360-388;TM:389-408;CY:409-437;TM:438-457;NC:458-467;TM:468-491;CY:492-510;TM:511-533;NC:534-552;TM:553-574;CY:575-632,HPA037981,,Membrane (Multi-pass membrane protein)
SLC6A14,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),surface,machine learning,,2 - putative,12,CY:1-44;TM:45-63;NC:64-72;TM:73-92;CY:93-112;TM:113-134;NC:135-234;TM:235-255;CY:256-263;TM:264-284;NC:285-317;TM:318-336;CY:337-347;TM:348-370;NC:371-403;TM:404-421;CY:422-449;TM:450-474;NC:475-481;TM:482-502;CY:503-522;TM:523-544;NC:545-562;TM:563-586;CY:587-642,no,DB00172,Membrane (Multi-pass membrane protein)
SLC6A15,Sodium-dependent neutral amino acid transporter B(0)AT2,surface,machine learning,,2 - putative,12,CY:1-69;TM:70-88;NC:89-99;TM:100-120;CY:121-140;TM:141-167;NC:168-224;TM:225-244;CY:245-252;TM:253-274;NC:275-302;TM:303-323;CY:324-334;TM:335-356;NC:357-456;TM:457-476;CY:477-495;TM:496-515;NC:516-528;TM:529-550;CY:551-570;TM:571-594;NC:595-613;TM:614-639;CY:640-730,HPA008609,,Membrane (Multi-pass membrane protein)
SLC6A2,Sodium-dependent noradrenaline transporter,surface,machine learning,,2 - putative,12,CY:1-63;TM:64-82;NC:83-93;TM:94-116;CY:117-136;TM:137-161;NC:162-233;TM:234-252;CY:253-261;TM:262-282;NC:283-310;TM:311-332;CY:333-343;TM:344-368;NC:369-394;TM:395-417;CY:418-443;TM:444-468;NC:469-473;TM:474-498;CY:499-518;TM:519-540;NC:541-555;TM:556-577;CY:578-617,no,DB00182;DB00191;DB00193;DB00226;DB00234;DB00285;DB00289;DB00321;DB00344;DB00370;DB00408;DB00422;DB00454;DB00458;DB00476;DB00514;DB00540;DB00543;DB00579;DB00696;DB00715;DB00726;DB00830;DB00852;DB00907;DB00934;DB00937;DB00988;DB01105;DB01114;DB01142;DB01149;DB01151;DB01156;DB01170;DB01173;DB01175;DB01221;DB01242;DB01363;DB01364;DB01381;DB01576;DB01577;DB01579;DB04840;DB04896;DB06148;DB06204;DB06700;DB06701;DB06707;DB08918,Membrane (Multi-pass membrane protein)
SLC6A6,Sodium- and chloride-dependent taurine transporter,surface,pos. trainingset,,1 - high confidence,12,CY:1-48;TM:49-67;NC:68-78;TM:79-101;CY:102-121;TM:122-146;NC:147-216;TM:217-236;CY:237-244;TM:245-265;NC:266-295;TM:296-315;CY:316-326;TM:327-351;NC:352-380;TM:381-400;CY:401-429;TM:430-448;NC:449-459;TM:460-484;CY:485-504;TM:505-525;NC:526-543;TM:544-565;CY:566-620,HPA015028;HPA016488,,Cell membrane (Multi-pass membrane protein)
SLC6A8,Sodium- and chloride-dependent creatine transporter 1,surface,machine learning,,2 - putative,12,CY:1-60;TM:61-79;NC:80-89;TM:90-112;CY:113-132;TM:133-159;NC:160-229;TM:230-250;CY:251-268;TM:269-293;NC:294-311;TM:312-330;CY:331-341;TM:342-366;NC:367-393;TM:394-415;CY:416-444;TM:445-464;NC:465-481;TM:482-500;CY:501-520;TM:521-541;NC:542-560;TM:561-581;CY:582-635,HPA008802,DB00148,Membrane (Multi-pass membrane protein)
SLC6A9,Sodium- and chloride-dependent glycine transporter 1,surface,machine learning,,2 - putative,12,CY:1-106;TM:107-126;NC:127-137;TM:138-156;CY:157-182;TM:183-208;NC:209-286;TM:287-306;CY:307-314;TM:315-335;NC:336-366;TM:367-385;CY:386-405;TM:406-427;NC:428-446;TM:447-470;CY:471-501;TM:502-525;NC:526-530;TM:531-551;CY:552-570;TM:571-593;NC:594-606;TM:607-629;CY:630-706,HPA013977,DB00145,Membrane (Multi-pass membrane protein)
